BuyerRef	DeliveryDate	PaymentDuration	TotalPrice
455	2005-07-06	81	198681.18
455	2004-04-06	80	51767.67
455	2003-07-09	75	31885.05
455	2003-08-01	71	9754.88
455	2003-12-02	69	317902.05
455	2005-04-08	61	155492.53
455	2004-07-03	55	292066.64
455	2004-02-25	51	15857.22
455	2005-06-11	50	6257.65
455	2004-01-08	46	160157.52
455	2003-12-05	44	26894.98
455	2004-03-04	39	211256.86
455	2004-02-10	38	81490.02
455	2004-10-10	36	202205.42
455	2003-09-01	27	183534.35
455	2003-12-11	21	140812.3
455	2005-05-04	21	152965.42
455	2005-03-21	19	27078.87
455	2004-01-13	17	16090.7
455	2004-07-08	14	239612.91
455	2003-02-12	9	129112.71
456	2004-11-09	78	48745.67
456	2003-10-26	66	92413.19
456	2003-04-20	65	41518.37
456	2004-07-03	64	609944.75
456	2003-03-08	56	60779.75
456	2004-03-03	54	101644.22
456	2005-01-25	51	131014.87
456	2004-06-17	49	135521.93
456	2003-05-21	47	89052.05
456	2003-12-25	43	43072.66
456	2005-02-21	35	389815.46
456	2003-11-08	26	175274.52
456	2005-06-21	20	36439.09
456	2005-02-26	17	76716.32
456	2004-10-17	17	97839.46
456	2004-03-15	15	146557.72
456	2004-08-08	13	253030.11
456	2003-02-23	12	104379.64
456	2004-12-31	12	85599.43
456	2004-05-27	10	133874.44
456	2003-03-06	2	573916.1
457	2003-08-04	115	79298.11
457	2003-04-30	108	180625.1
457	2004-03-17	85	42163.81
457	2003-03-25	84	218170.68
457	2003-11-09	77	109693.96
457	2003-05-05	68	72725.29
457	2003-09-25	63	36175.85
457	2004-06-15	63	39722.6
457	2003-04-09	60	329753.86
457	2004-02-08	58	68596.6
457	2004-11-22	55	80574.9
457	2004-09-22	52	129537.37
457	2004-10-16	52	33948.31
457	2003-11-27	47	121692.62
457	2005-01-23	30	6640.29
457	2005-02-07	25	228083.97
457	2003-04-15	3	138540.74
458	2004-02-03	112	55845.39
458	2004-03-16	85	136272.28
458	2003-12-29	81	270505.54
458	2004-10-30	81	131133.5
458	2005-04-23	79	676665.54
458	2004-06-23	66	2234.22
458	2003-05-29	65	37708.93
458	2005-04-26	65	1705.93
458	2005-03-06	64	78010.05
458	2004-12-07	53	358027.64
458	2005-01-07	50	10350.08
458	2004-11-26	49	4397.36
458	2004-12-26	41	35657.06
458	2003-09-26	39	158200.12
458	2004-06-05	39	18947.01
458	2004-10-30	26	522429.73
458	2005-06-10	25	108822.48
458	2004-01-09	12	104208.87
458	2004-09-29	8	414039.69
459	2004-06-09	108	66146.9
459	2005-05-21	58	319718.95
459	2004-08-08	43	74930.79
459	2004-12-29	42	37188.34
459	2004-09-29	39	680.85
459	2004-03-25	19	11958.12
459	2005-02-26	1	165704.45
460	2005-03-23	73	241892.21
460	2004-07-15	68	191406.82
460	2003-04-28	54	112123.04
460	2003-11-07	48	5661.62
460	2005-05-04	40	1514142.24
460	2005-07-27	28	158914.52
460	2003-05-06	25	76035.14
460	2003-02-10	8	182112.27
461	2003-06-23	99	14060.05
461	2004-03-19	79	49937.02
461	2003-05-04	68	69897.03
461	2003-05-13	66	399227.79
461	2004-07-12	63	8790.8
461	2004-02-21	51	387427.58
461	2005-03-18	38	15533.11
461	2004-01-08	28	32764.91
461	2003-09-27	26	49992.5
461	2005-05-15	15	66172.84
461	2003-03-13	10	178114.79
461	2003-10-04	8	62627.86
461	2004-05-19	6	72081.85
461	2004-02-15	6	89072.76
461	2004-07-10	3	32051.42
462	2005-04-20	125	44734.14
462	2005-05-10	109	135918.36
462	2003-07-17	78	1095551.98
462	2004-05-24	71	183060.12
462	2005-04-15	66	598200.69
462	2003-08-03	63	144151.06
462	2005-07-05	63	19430.52
462	2003-08-30	62	124645.87
462	2003-08-27	61	36211.35
462	2005-02-04	59	1230.47
462	2003-11-26	58	68981.42
462	2003-02-03	57	61515.84
462	2005-01-06	54	239150.71
462	2003-03-26	49	741422.59
462	2003-09-05	46	12674.3
462	2004-03-27	38	69928.63
462	2004-11-26	30	66067.16
462	2003-02-26	20	984298.98
462	2004-04-25	9	107407.06
462	2005-07-06	9	1124444.88
462	2004-07-04	8	87030.01
462	2003-07-27	6	197079.85
462	2004-11-26	1	4553.28
463	2004-06-04	97	33211.6
463	2003-12-15	86	63373.98
463	2005-06-29	73	46546
463	2005-05-29	72	420587.9
463	2003-09-22	58	281013.24
463	2005-04-16	53	63714.25
463	2003-03-05	44	105722.6
463	2003-11-17	39	50184.64
463	2004-07-14	21	73638.15
463	2003-03-21	20	122621.12
463	2004-05-27	18	73606.26
463	2003-10-25	8	61737
464	2004-02-11	82	906496.41
464	2003-09-07	69	106623.98
464	2004-05-28	67	54295.9
464	2004-11-24	67	229112.8
464	2005-04-09	65	309687.13
464	2003-05-30	59	139071.13
464	2003-06-28	57	203816.54
464	2003-05-31	43	309989.25
464	2003-09-04	43	356778.54
464	2005-03-10	37	33571.2
464	2003-12-13	36	721883.36
464	2004-04-13	36	78112.32
464	2004-04-22	36	56716.01
464	2005-05-05	28	79154.03
464	2004-09-08	9	69306
465	2004-05-29	107	60732.81
465	2004-03-08	98	4447.52
465	2003-07-01	76	163427.71
465	2004-11-15	67	142932.43
465	2005-07-16	66	80720.15
465	2003-10-01	61	20830.75
465	2004-03-04	59	34601.73
465	2004-10-12	57	122555.36
465	2005-04-22	51	233703.1
465	2005-01-28	49	170513.07
465	2003-09-01	47	18587.06
465	2004-08-09	44	42256.12
465	2005-07-04	35	25566.1
465	2004-03-21	11	68013.86
466	2003-08-23	83	154655.33
466	2003-12-11	64	53017.57
466	2003-04-06	59	453374.65
466	2004-08-30	55	29059.99
466	2005-05-08	52	84986.93
466	2003-11-03	48	156420.04
466	2003-11-18	45	89723.28
466	2003-03-04	42	286859.97
466	2003-06-10	41	155624.2
466	2004-07-26	38	42364.61
466	2004-03-13	30	12745.41
466	2005-07-10	29	293616.57
466	2005-05-31	21	384904.99
466	2003-08-27	17	242929.65
466	2004-01-10	11	352935.25
466	2004-09-16	9	23098.76
466	2005-01-02	5	83262.65
467	2004-11-26	100	63106.24
467	2003-04-30	76	19845.22
467	2005-07-24	72	43032.24
467	2005-03-26	63	116236.12
467	2003-04-25	61	157859.39
467	2004-06-06	61	296234.84
467	2005-07-12	46	151788.27
467	2004-03-16	45	83804.58
467	2004-08-10	45	80200.68
467	2003-06-29	27	391191.28
467	2004-01-08	27	35504.3
467	2005-04-30	23	208968.58
467	2004-02-10	13	87382.3
467	2004-12-18	7	88745.86
468	2003-01-27	126	230271.28
468	2004-03-27	108	190152.64
468	2004-12-17	78	48678.72
468	2004-01-22	70	296190.54
468	2003-09-08	68	104746.04
468	2003-12-08	67	146243.73
468	2003-11-13	66	228883.05
468	2005-05-28	64	265272.62
468	2003-04-17	62	2679.52
468	2005-04-17	52	251221.17
468	2005-04-14	40	33900.11
468	2005-02-06	30	164641.38
468	2003-05-04	8	92379.64
468	2003-07-11	7	160486.51
469	2005-01-28	98	177934.46
469	2004-12-16	73	6100.35
469	2004-10-15	64	183242
469	2003-11-02	60	86658.9
469	2004-05-26	60	46323.81
469	2005-03-02	58	2184.3
469	2003-08-14	52	384926.46
469	2003-10-17	49	18243.99
469	2004-03-10	44	28162.61
469	2003-08-12	39	33262.78
469	2005-03-21	22	51098.18
469	2005-06-20	13	178582.21
469	2004-08-07	10	75702.41
469	2004-04-16	8	80553.35
470	2003-09-21	89	200926.95
470	2003-09-07	89	31651.9
470	2004-09-02	74	143973.84
470	2004-06-15	72	174384.88
470	2004-09-23	67	13766.2
470	2003-09-07	57	186208.47
470	2004-12-11	45	264477.41
470	2005-06-29	39	218100.33
470	2005-07-08	28	8574.05
470	2004-06-07	26	149156.64
470	2004-06-21	10	15232.57
470	2003-11-20	4	67565.18
471	2004-09-13	71	53897.38
471	2004-11-24	63	215666.04
471	2004-11-14	55	167859.19
471	2004-08-29	48	25014.02
471	2003-11-25	45	252060.84
471	2003-08-13	42	127728.72
471	2005-03-13	41	3522.96
471	2003-07-09	27	5715.72
471	2004-06-15	14	93585.45
471	2004-11-19	10	85350.2
471	2003-02-24	9	25874.1
471	2004-07-25	5	13202.04
471	2003-02-21	3	88862
472	2003-04-21	121	103026.7
472	2004-01-01	96	225970.49
472	2005-01-12	83	56830.99
472	2005-01-01	77	41074.26
472	2005-01-09	72	82986.78
472	2004-05-24	64	238676.2
472	2005-03-27	55	160804.93
472	2003-04-16	48	75559.26
472	2005-04-22	48	41924.1
472	2003-10-02	23	100137.35
472	2003-05-18	5	274114.85
473	2005-02-09	95	384473.17
473	2004-10-20	91	46529.99
473	2003-06-21	66	14936.54
473	2004-11-06	52	74379.11
473	2003-06-28	50	81251.6
473	2003-06-26	48	213058.52
473	2005-06-16	46	40464.05
473	2004-02-21	45	547233.31
473	2003-11-21	43	31656.38
473	2003-07-13	41	238152.3
473	2004-06-02	36	182053.39
473	2004-04-01	24	117341.52
473	2005-03-13	22	26448.08
473	2004-11-08	17	203783.04
473	2004-04-18	12	162082.67
474	2003-04-09	118	46156.46
474	2003-01-24	80	58737.91
474	2003-08-14	76	54107.47
474	2005-03-28	75	12521.56
474	2004-01-19	58	10935.32
474	2004-05-26	56	717.48
474	2003-09-11	51	14289.16
474	2003-05-28	47	151973.8
474	2003-04-27	41	201630.24
474	2004-09-24	41	86724.82
474	2005-05-02	37	3961.61
474	2003-11-15	36	24390.14
474	2004-01-24	17	41255.45
474	2005-03-15	15	28272.13
474	2004-08-05	14	221992.81
474	2004-03-18	7	417193.86
475	2004-06-10	96	288463.78
475	2004-12-10	85	26593.39
475	2005-02-18	52	69877.76
475	2004-09-14	51	72307.92
475	2005-04-11	49	97890.2
475	2005-03-01	47	35540.52
475	2004-10-03	45	54722.72
475	2004-02-20	44	1232.1
475	2004-09-30	38	228934.98
475	2004-12-02	33	4291.93
475	2004-03-07	24	3046.09
475	2003-09-13	17	39404.7
475	2003-12-31	16	29097.78
476	2005-05-24	103	33374.7
476	2003-09-30	87	78907.31
476	2005-07-24	74	10367.44
476	2003-12-31	73	195763.15
476	2004-01-23	72	55297.21
476	2003-06-28	43	301781.24
476	2004-04-23	42	3817.5
476	2004-01-26	40	31795.84
476	2005-07-18	38	96540.27
476	2005-02-06	36	72099.48
476	2003-07-05	28	22584.67
476	2003-09-10	28	2148.39
476	2003-05-13	17	180689.59
476	2004-04-17	17	284235.2
476	2004-11-13	6	146330.29
477	2004-12-26	67	105489.36
477	2003-02-20	62	103292.98
477	2005-05-20	53	14516.69
477	2005-03-16	50	50108.45
477	2003-07-27	49	304674.34
477	2004-05-23	42	107032.62
477	2003-05-02	27	49246.85
477	2004-12-05	27	237641
477	2005-04-14	26	4283.49
477	2003-11-15	24	37153.46
477	2005-02-14	22	86684.19
477	2004-09-26	18	248200.2
478	2004-02-22	94	341224.9
478	2004-11-07	85	69734.01
478	2004-11-05	70	11592.52
478	2003-08-10	65	184876.34
478	2004-04-20	50	109679.31
478	2003-06-19	48	8767.59
478	2004-02-01	41	72647.75
478	2004-04-21	38	95261.64
478	2003-09-27	37	136283.95
478	2004-12-30	15	85623.17
478	2005-07-10	14	99974.21
478	2005-03-12	6	59260.77
479	2005-02-28	92	194025.59
479	2004-10-14	83	97180.82
479	2005-02-20	66	58892.54
479	2003-02-25	58	30073.75
479	2004-01-20	47	620319.26
479	2005-05-17	45	31464.69
479	2003-04-20	41	51184.89
479	2004-05-29	41	295741.49
479	2003-09-13	33	268942.96
479	2005-03-14	29	380379.55
479	2004-11-26	26	3111.61
479	2004-12-09	11	55483.57
479	2004-06-23	10	92149.57
479	2004-02-27	10	58072.54
479	2004-08-23	9	85711.81
480	2003-08-07	95	9933.46
480	2003-11-22	65	86144.83
480	2004-04-17	63	58939.61
480	2003-03-11	61	349167.26
480	2004-02-03	61	47039.97
480	2005-06-29	59	56708.67
480	2004-10-06	57	215906.83
480	2004-01-23	41	85000.91
480	2005-07-23	40	237402.86
480	2003-10-23	20	44899.71
480	2004-08-17	10	234541.25
480	2003-03-20	2	25691.5
480	2003-10-09	2	94733.77
481	2004-05-28	81	102099.95
481	2004-03-22	56	33287.15
481	2004-03-16	49	289136.43
481	2004-05-07	49	42705.1
481	2003-12-29	43	46651.96
481	2004-10-23	41	60209.82
481	2005-02-11	10	96730.27
481	2005-05-01	9	137501.52
481	2004-04-07	7	133590.1
481	2004-07-09	7	547345.32
481	2004-04-26	2	112752.84
482	2003-05-11	108	4496.01
482	2005-01-02	61	300352.09
482	2004-08-17	52	4688.65
482	2005-07-10	50	22424.22
482	2003-06-11	30	92395.01
482	2005-04-15	23	87677.05
482	2003-07-04	2	354189.77
483	2004-10-22	67	57210.27
483	2005-02-28	61	57867.02
483	2004-01-24	61	185358.86
483	2003-11-11	56	179358.91
483	2004-06-24	54	61306.38
483	2003-03-25	53	30834.37
483	2003-09-06	46	148188.57
483	2005-01-16	40	48632.16
483	2005-05-13	30	61307.31
483	2004-11-19	28	32432.48
483	2003-02-01	24	34742.83
483	2003-07-07	23	421423.99
483	2003-02-25	9	15443.61
484	2004-01-04	110	314216.29
484	2005-05-04	99	50162.68
484	2004-05-29	71	157153.88
484	2005-07-15	70	180970.63
484	2004-03-28	52	114616.18
484	2003-10-07	49	436853.77
484	2003-07-06	42	123677.25
484	2004-01-01	36	103162.99
484	2004-11-01	29	64746.07
484	2004-01-18	25	212368.65
484	2004-12-19	25	23781.54
484	2003-03-13	24	86463.85
484	2004-01-01	23	130763.85
484	2003-02-19	18	182988.47
484	2004-05-13	17	393435.61
485	2005-07-05	75	25867.57
485	2004-07-02	65	42261.17
485	2003-06-28	52	206091.87
485	2004-11-29	46	134573.93
485	2003-04-07	45	34910.59
485	2004-05-05	45	530561.82
485	2003-08-31	30	236527.56
485	2005-05-16	25	20016.24
485	2003-06-18	23	254126.27
485	2003-03-06	19	309183.86
485	2003-11-16	10	9295.17
486	2003-05-27	107	99824.99
486	2003-09-25	95	96497.26
486	2005-03-14	83	50832.84
486	2003-09-02	78	489315.26
486	2004-04-18	74	9183.47
486	2005-02-19	70	105474.96
486	2003-11-03	66	130780.53
486	2003-03-21	56	697.8
486	2005-01-08	56	5556.06
486	2005-07-20	50	164008.69
486	2003-05-29	49	229752.3
486	2003-10-07	16	78708.88
486	2004-08-04	9	22582.34
486	2004-11-16	9	23423.4
487	2005-02-04	106	227165.86
487	2004-04-12	97	47038.35
487	2005-03-08	85	44092.78
487	2005-01-10	64	122151.49
487	2004-04-06	60	47302.55
487	2004-12-12	51	72285.14
487	2004-12-09	46	90427.18
487	2003-08-09	45	104267.07
487	2005-04-24	45	147501.5
487	2004-05-19	44	66165.53
487	2003-10-03	43	105475.76
487	2003-06-22	41	254873.52
487	2005-02-08	37	91271.11
487	2003-11-21	36	40548.67
487	2004-06-30	36	13908.01
487	2005-05-06	36	136245.75
487	2004-02-05	30	49856
487	2004-05-27	3	168115.98
488	2005-03-18	108	48267.76
488	2004-11-27	102	42385.83
488	2003-09-26	85	91114.82
488	2003-07-01	80	129850.46
488	2004-11-14	74	376119.49
488	2005-07-07	69	473177.89
488	2005-07-16	69	7731.2
488	2003-09-28	52	32544.85
488	2003-09-12	42	184145.31
488	2003-04-18	38	175389.5
488	2005-03-20	11	18963.26
489	2003-11-26	101	258894.58
489	2004-01-10	98	28608
489	2004-01-11	68	79485.54
489	2004-02-28	68	37581.59
489	2005-04-07	62	247296.48
489	2003-11-04	59	146474.46
489	2005-07-01	47	27965.2
489	2004-07-29	45	233174.35
489	2003-09-24	44	86896.53
489	2004-08-18	37	13540.35
489	2003-02-18	29	87481.93
489	2003-10-28	23	193365.81
489	2004-07-21	23	211725.3
489	2004-12-21	12	51902.84
489	2003-05-01	1	276371.15
490	2004-02-01	113	214755.19
490	2004-07-19	64	26142.84
490	2004-09-17	63	81966.63
490	2003-07-06	62	15399.05
490	2004-01-17	49	150162.8
490	2003-07-22	47	750783.6
490	2004-04-05	42	100259.62
490	2004-01-15	37	11490.68
490	2003-04-13	34	30048.1
490	2004-05-26	27	22665.95
490	2005-07-19	27	18958.5
490	2004-05-25	16	211208
490	2003-04-26	1	36620.63
491	2003-12-04	127	265647.95
491	2003-04-03	125	43751.96
491	2003-05-25	102	234043.64
491	2004-06-05	63	209388.43
491	2003-05-15	58	24148.44
491	2004-02-18	59	183411.36
491	2004-02-26	54	283211.53
491	2005-05-25	48	9275.2
491	2003-06-20	46	363492.3
491	2005-03-25	45	737143.38
491	2003-05-02	27	500970.96
491	2004-07-21	21	90455.42
491	2003-07-23	19	4138.26
491	2004-10-12	16	242274.98
491	2005-02-24	9	267607.95
491	2004-04-15	2	511097
491	2005-04-20	1	195711.67
492	2003-02-12	112	112379.96
492	2004-08-13	95	218974.24
492	2004-05-25	72	346918.4
492	2005-07-29	72	577235.75
492	2005-02-24	65	112743.02
492	2003-06-02	63	92556.39
492	2005-06-15	63	109739.18
492	2003-02-06	61	120299.05
492	2005-01-03	56	216917.29
492	2004-11-12	51	511069.47
492	2003-09-29	50	48643.85
492	2004-11-01	50	144075.35
492	2003-12-08	49	108227.64
492	2004-08-17	45	59937.05
492	2005-06-28	45	100946.01
492	2003-03-28	42	45991.74
492	2003-07-25	33	173147.71
492	2004-05-09	16	452661.18
492	2005-05-06	14	27659.23
492	2004-02-09	12	519584.84
492	2005-05-30	10	50367.08
492	2003-11-15	9	65448.83
492	2004-11-06	9	67808.7
492	2003-11-21	4	40745.34
493	2003-11-07	118	29947.87
493	2005-02-16	98	200596.35
493	2003-10-23	80	14394.56
493	2004-04-11	80	270464.92
493	2003-10-13	59	171644.39
493	2004-07-12	55	11386.75
493	2003-10-13	52	37934.04
493	2005-06-06	45	35376.21
493	2004-02-05	45	323526.87
493	2005-05-18	44	95206.27
493	2005-07-19	38	233745.73
493	2004-04-06	27	63611.55
493	2005-01-23	25	162551.74
493	2004-04-05	9	281427.33
493	2004-03-26	9	77931.15
493	2004-08-15	9	41233.5
493	2004-01-31	9	117797.23
494	2004-03-27	92	237214.77
494	2003-06-09	79	105400.9
494	2004-05-21	78	593223.7
494	2003-09-12	75	281661.51
494	2003-04-23	67	35643.29
494	2003-12-16	64	73211.69
494	2004-03-06	64	79982.41
494	2004-06-29	63	135181.3
494	2004-01-26	62	27227.76
494	2003-08-12	60	23266.92
494	2003-07-15	45	40068.57
494	2005-01-17	43	31109.24
494	2004-12-19	35	39589.24
494	2004-08-13	28	82055.21
494	2003-05-20	27	86668.5
494	2003-08-16	26	29521.49
494	2005-04-22	21	194471.96
494	2004-09-26	15	52309.66
494	2003-05-09	13	57143.78
495	2003-08-17	88	269666.08
495	2003-03-29	64	492951.61
495	2005-06-21	63	102177.82
495	2004-04-02	62	113831.44
495	2004-11-14	61	9741.82
495	2004-07-06	59	27823.5
495	2005-01-22	49	4738.26
495	2005-03-11	49	121779.31
495	2005-04-16	44	38775.23
495	2004-11-08	42	95773.47
495	2004-07-03	38	37178.2
495	2005-05-29	29	134717.87
495	2005-04-30	9	252917.68
495	2003-12-31	8	12244.62
495	2003-07-31	7	444426.2
496	2005-05-27	125	181379.49
496	2004-03-05	84	105323.37
496	2004-09-10	66	16481.55
496	2004-10-17	60	188484.66
496	2005-06-13	54	116072.26
496	2004-07-15	50	140193.29
496	2004-01-29	37	275937.28
496	2004-05-18	37	925770.9
496	2003-04-19	24	20669.52
496	2003-05-31	23	560690.55
496	2003-03-04	21	126514.14
496	2004-11-23	17	11034.72
496	2003-10-27	15	2651.16
496	2004-12-12	1	869567.31
497	2003-03-31	93	378273.56
497	2005-03-26	63	46974.73
497	2005-05-06	58	395938.06
497	2004-07-18	56	391765.86
497	2004-08-06	54	128852.08
497	2005-06-06	47	189611.96
497	2004-04-02	42	216854.36
497	2004-07-10	36	21643.26
497	2003-11-07	29	139340.31
497	2004-02-25	30	83703.41
497	2003-12-18	24	175745.14
497	2003-09-23	12	200640.96
497	2004-05-31	9	154644.06
497	2003-09-12	7	388822.89
497	2005-03-09	7	107827.72
497	2003-03-17	4	41471.43
498	2003-04-07	116	46749.56
498	2004-02-25	79	351844.86
498	2004-07-02	76	72194.6
498	2005-04-10	64	114212.71
498	2003-08-11	62	243560.25
498	2005-07-06	61	100492.89
498	2003-10-25	53	66270.92
498	2003-10-17	21	6441.68
498	2003-07-18	18	174892.94
498	2004-10-29	8	172842.18
498	2004-03-07	7	7524.51
498	2004-12-31	5	48711.79
499	2003-09-20	118	74950.55
499	2004-09-27	85	130273.85
499	2003-06-06	81	183235.05
499	2004-02-18	72	408930.04
499	2003-06-22	47	164389.08
499	2005-06-09	36	196525.91
499	2004-08-02	21	99060.36
499	2005-03-16	18	151862.82
499	2005-05-05	14	70985.68
499	2005-02-27	9	224646.73
499	2003-06-08	8	4335.24
499	2004-01-29	3	666278.95
499	2003-08-02	2	266041.88
499	2003-12-30	2	299055.31
500	2003-12-14	62	10045.72
500	2004-04-01	61	574630.23
500	2005-01-18	47	140616.64
500	2003-11-04	24	122718.79
500	2004-07-11	22	57703.52
500	2003-09-17	20	8445.53
500	2004-03-02	19	110314.19
500	2005-05-23	15	6131.8
500	2003-11-04	3	108124.8
500	2004-10-14	1	3829.56
501	2004-04-25	107	43758.74
501	2004-10-17	107	39847.07
501	2004-01-01	86	144084.07
501	2003-11-12	69	195437.09
501	2004-04-23	68	205391.26
501	2004-02-19	66	58180.9
501	2004-07-05	64	1783.08
501	2003-06-19	61	27982.5
501	2003-10-19	59	46871.63
501	2004-09-11	49	172280.5
501	2004-12-15	43	209535.92
501	2003-06-29	41	9316.98
501	2004-04-28	38	43745.48
501	2004-06-02	36	31861.63
501	2004-12-11	28	94109.88
501	2003-10-27	27	156422.28
501	2004-09-11	27	83787.28
501	2004-09-20	23	98882.86
501	2005-02-19	14	207790.75
501	2003-09-09	13	256130.75
501	2004-08-17	8	64472.45
501	2005-06-27	8	69776.87
501	2004-08-31	4	257161.56
502	2003-10-26	115	211510.22
502	2003-10-04	78	137910.35
502	2004-09-16	78	92302.1
502	2004-08-10	63	8400.56
502	2003-12-26	58	87753.78
502	2004-05-12	44	100560.49
502	2004-02-04	44	207431.49
502	2003-05-16	39	230641.06
502	2003-05-23	18	5067.03
502	2005-02-04	12	105635.81
502	2004-01-07	10	221112.9
502	2004-03-10	8	21845.52
503	2005-01-28	116	95430.38
503	2003-05-14	66	32425.92
503	2004-11-30	66	124570.14
503	2004-01-12	64	33793.14
503	2004-12-07	62	69329.32
503	2003-12-18	61	164747.65
503	2003-11-30	59	175259.63
503	2003-11-21	58	172781.43
503	2005-06-15	57	153511.08
503	2004-09-26	50	194189.65
503	2004-10-21	49	6424.1
503	2003-06-21	43	252499.27
503	2004-08-23	23	38556.34
503	2005-05-01	21	81849.2
503	2003-06-03	17	442593.48
503	2004-08-08	1	273195.5
504	2003-03-09	117	394616.46
504	2003-09-23	66	810034.5
504	2004-08-17	66	35301.46
504	2004-07-14	59	59944.96
504	2003-09-17	56	104876.14
504	2003-03-22	43	29627.98
504	2003-06-23	37	29688.4
504	2004-03-12	37	108520.02
504	2003-03-08	18	376965.31
504	2004-03-27	15	46090.12
504	2003-04-04	7	14263.65
505	2004-01-06	88	82981.67
505	2003-06-15	83	235163.52
505	2003-02-07	76	183931.09
505	2003-08-15	66	140073.71
505	2003-04-15	63	331618.99
505	2005-03-14	63	58574.28
505	2004-05-05	41	130287.87
505	2004-10-01	32	155073.44
505	2005-03-26	27	180623.1
505	2004-05-06	8	195195.36
506	2003-04-09	102	152857.88
506	2004-09-12	102	241025.4
506	2003-09-18	67	71576.86
506	2004-02-19	64	136234.58
506	2003-10-11	59	28955.68
506	2003-04-12	58	29392.4
506	2003-08-12	58	19269.63
506	2004-01-26	58	22353.35
506	2003-12-28	54	26809.77
506	2004-07-06	53	270967.22
506	2003-11-30	50	13525.02
506	2005-05-27	42	178893.3
506	2004-05-17	29	152848.73
506	2004-02-08	20	2964.15
506	2004-05-05	14	141369.36
506	2003-12-04	12	319653.37
506	2005-03-26	4	441703.55
507	2003-07-17	77	6444.65
507	2005-06-27	73	49956.45
507	2003-10-22	67	361025.37
507	2005-02-24	59	160711.17
507	2003-02-03	50	36164.39
507	2003-04-29	50	71342.78
507	2004-12-14	46	42909.86
507	2005-03-31	45	1380.16
507	2005-06-11	45	90596.85
507	2003-07-28	44	38291.02
507	2003-09-12	44	66934.7
507	2004-03-02	44	50784.91
507	2004-02-02	28	59848.48
507	2005-07-29	26	9361.17
507	2003-08-28	24	135281.22
507	2003-05-29	23	113842.2
507	2003-08-02	19	47926.47
507	2004-05-21	18	166211.29
507	2005-02-19	16	184586.9
507	2004-10-11	10	36445.15
507	2003-11-25	7	14335.93
508	2005-03-27	122	185964.87
508	2005-06-16	79	25748.22
508	2003-11-17	65	417548.34
508	2003-06-06	63	105024.11
508	2003-11-03	60	139053.71
508	2003-10-14	55	47091.06
508	2003-11-25	47	200580.8
