kunde,artikel,artikelbezeichnung
00620,275,"LDT NLS Sidegrade-Gebühr bei Update NLS LDT NLS Sidegrade-Gebühr bei Update"
00620,2187,"LIG BAB R11 Open File Opt +3Yr Value Mnt GLP Brightstor Arcserve R11 Open Fi"
00620,1168,"""LCD Display 17"""" NEC 1701 schwarz TFT.264"""""""
00620,628,"LIG BAB R11 Avirus Bundle +1Yr Value Mnt GLP Brightstor Arcserve R11 Avirus"
00620,78,"SW Backup Exec 9.1 W2NT SBS Standard dt. V9.1 Standart für SMALL BUSINESS/"
00535,2373,"CUGMap2005NLSv.MapSeries2004/6/5dt.Folge CUG Map 2005 NLS von Map Series 200"
00535,2458,"InterBase 7.x e. 20 Sim. User W32 InterBase 7.x f. Win e. 20 User Si"
00004,2348,"Care Pack Color LaserJet 4xx0 HP Care Pa"
00004,483,"Cisco 7200 IOS 7200 Series WAN Packet Cisco 7200 IOS 7200 Series WAN Pack"
00077,1844,"GLP BrightStor ARCs v9 NW dt. GroupWise GLP BrightStor ARCs v9 NW dt. Group"
00077,658,"Inv.Series 8 NLS Sidegrade dt.CD Inv.Series 8 NLS Sidegrade dt. Wech"
00077,1504,"LIG BAB R11 MS Exchange +1Yr Enterpr Mnt GLP Brightstor Arcserve R11 MS Exch"
00358,2319,"Cisco 3725 Ser IOS IP/IPX/APPLETALK Feat Cisco 3725 Ser IOS IP/IPX/APPLETALK"
00358,132,"VGA V9999GE TD 256MB/AGP 8X 1xDVI 2xVG V"
00358,1213,"SW Pinnacle Dazzle Digital Video Creator 150 inkl. Quickstart Software Retai"
00358,1617,"Laserjet3320 MFP USB PAR Fujitsu-Siemen"
00358,2407,"SO-A Asus A7V600-X, ViaKT600 VT8237, ATX"
00358,317,"SW CA Etrust Antivirus7 25User (DE) Computer Associates ETRAVE7025BPMG"
00358,43,"CUG Inv. Series 9 NLSv.Inv5dt.Master CUG Inventor Series 9 NLS v. Invent"
00381,1726,"Cisco 7200 Series, MPLS Feature License Cisco 7200 Series, MPLS Feature Lic"
00381,2048,"ADT SUBSKRIPTION dt (3Jahre) ADT SUBSKRIPTION 1 Jahr dt. Wartung"
00381,1053,"Inventor Professional 9 engl.+Subscr. Inventor Professional 9 engl. Vollv"
00381,2083,"VGA AGP 256MB MATROX Parhelia DDR 512GPU"
00493,2611,"""LCD Display 19"""" Sony X93B .294 black DVI"""""""
00493,2328,"LIG BAB R11 OLO +3Yr Enterpr Mnt GLP Brightstor Arcserve R11 Optical"
00493,1621,"Crystal Reports Pro 10.0 e. CD Win Crystal Reports Pro 10.0 e. CD Win"
00493,2619,"Authorware v7.0 NFR /EN CD W32 Authorware 7.0 EN Win NFR Not for"
00493,2375,"LIG BAB R11 e. für LT und DT 10user GLP Brightstor Arcserve R11 e. für"
00493,2033,"Grand Central Pro 3.1 dt. 5fach Lizenz Grand Central Pro v3/DE 5fach Lizen"
00493,724,"Borland Kylix Ent.3.0 fr. CD Lx Borland Kylix 3 Ent. fr. CD Lx"
00571,1995,"SW Netgear IPsec-VPN Software 5-User Lic NG IPsec-VPN Software 5-User Licens"
00571,373,"HD Atlas 15K/18GB U320 80Pin 15krpm HD A"
00735,731,"Envision 8 dt. CD dt. Envision 8 dt. CD Nachfogler vom On"
00735,1368,"SW BrightStor ARCserve R11 W2NT MS SQL Agent für MS SQL für Windows 2000/2"
00735,1921,"Cat 6000, 6x09RMON Agent License Cisco Catalyst 6000, 6x09RMON Agent"
00735,978,"Inventor Professional 8 dt. +Subscr. Inventor Professional 8 dt. Vollver"
00407,963,"AF1 v1.0,SockA,KT600,ATX MB AF1 v1.0 Soc"
00407,1154,"David Startpaket 6.6 en. W32/NW 5u David Startpaket 6.6 en. W32/NW 5u"
00407,488,"CQ Aust. NW 25-User => NW 4.1 100-User CQ Aust. NW 25-User auf NW 4.1 100-"
00767,355,"D915PCML,mATX,915P,DDR2-533,LGA775 MB D9"
00767,710,"VGA Millennium G450 AGP DH 32MB Bulk1er "
00767,490,"SW Tobit Info Center PDA Synchronisation dt. NW/W 32, pro Client , Tobit 829"
00767,1783,"""Monitor 22"""" /55cm NEC Diamond Pro 2070SB """""""
00767,471,"Inv.Series 6 NLSv. MDT/5/PPdt.Master CUG Inventor Series 6 NLS v. MDT/5/"
00767,391,"A7V400-MX SA462 ViaKM400A mATX 2DDR MB A"
00767,1745,"GLP Up/ARCs v9-2000>R11 DRO/NON +1Yr Val GLP Up Brightstor Arcserve R11 Disa"
00039,1396,"Cisco 2600XM Ser IOS IP PLUS Feature Pac Cisco 2600XM Ser IOS IP PLUS Featur"
00039,152,"SW AutoSketch 8.0 dt. CD WNT/98/2000/XP CAD, Autodesk 00308-121408-9000"
00709,2230,"D915PCYL/ATX 915P DDR2533 LGA775 Bulk MB"
00709,979,"BrightStor ARCserve v9 e. NW GrpWise AG BrightStor ARCserve v9 e. NW GroupW"
00709,1405,"CUGInv.Serie6NLSv.M6PPM2000iPPdt.Folge. CUG Inventor Series 6 NLS v. Mechan"
00709,1127,"InterBase 7.x W32 e. 1 Sim. User InterBase 7.x f. Win e. 1 User Sim"
00709,504,"VGA AGP_256MB PARHELIA-512GPU DH DDR RET"
00709,2028,"P4S800-MX SiS651FX,microA 478pin P4 /Cel"
00364,1739,"GF FX5700LE-TD256 256MB DDR AGP8X DVI/TV"
00364,449,"LCD_Neovo Monitorarm"
00364,926,"""Acer 17"""" FST AC713 mit 72kHz .27 TCO03 A"""""""
00364,584,"Leonardo Internet Expr. 3.1 dt 3 Liz Mac Leonardo InternetExpress 3dt 3Lizen"
00364,854,"Delrina Fax Pro 10.0 fr. CD NT9x 5User Delrina Fax Pro 10.0 FR. CD NT9x 5U"
00582,2238,"Lexware Lohn Office PRO 2004 3.0 dt CD Lexware Lohn Office PRO 3.0 2004 dt"
00582,298,"Lexware Kontenblätter DIN A5 250 Stück Lexware Kontenblätter DIN A5 250 St"
00245,1729,"TOP x235 Xeon 3.0 1GB nHD CD IBM TOP x23"
00245,739,"Cisco VPN Client, UR 3DES License Cisco VPN Client, Unrestricted 3DES"
00245,270,"AntiVirus Multi-Tier Prot SMB 8.6 e. 50U Symantec AntiVirus Multi-Tier Prote"
00245,1929,"Client Sec 2 GPWR Prot. B.Pack FR CD 25U Client Security 2.0 BUSINESS PACK G"
00349,1484,"Acrobat Std 6.0 frz. CD Win Acrobat Std 6 frz CD Win"
00349,1426,"VGA MSI GeForce FX5200-T128 128MB DDR VG"
00349,1805,"CUGInv.Serie6NLSv.M6PPM2000iPPdt.Master CUG Inventor Series 6 NLS v. Mechan"
00349,1744,"Cisco 2600 Ser IOS IP PLUS Feature Pack Cisco 2600 Ser IOS IP PLUS Feature"
00349,1768,"Flash MX 2004/EN CD CrPf Flash MX 2004 EN Com. EN/ 2004/ en"
00704,1944,"LIG BAB R11 Open File Opt +3Yr Value Mnt GLP Brightstor Arcserve R11 Open Fi"
00704,2503,"LaserJet 3020 All-in-One Multifun ktions"
00130,682,"D865GBF,S478,i865G,ATX, DDR400 MB D865GB"
00130,1304,"ColdFusion MX 6.1 Standard Comm ColdFusion MX 6.1 EN Standard Comm"
00130,1486,"Lasejet 4300TN 80MB 43S 1200dpi dt. Lase"
00130,2086,"Client Sec 2 BUSENESS PACK ES CD 5U Client Security 2.0 BUSINESS PACK E"
00130,1962,"Lexware Reisekosten Firma 2004 11.0 dt Lexware Reisekosten Firma 11.00 200"
00736,2253,"ELOoffice Update V5 to V6/DE W32 ELOoffice Update 5.0 auf 6.0 ***Neu"
00736,2189,"SW Norton AntiVirus Corp. Edition 8.1 f WS + NW Server ml. 1 Year Rnw + M"
00736,1741,"Cisco VPN 3000, V. 3.5 SW für VPN 3005 Cisco VPN 3000, Version 3.5 SW für"
00736,1538,"SW Norton AntiSpam 2004 1.0 dt. CD W32 Symantec 10111954-GE"
00743,2327,"BrightStor ARCs R11.1 Open File NW BrightStor ARCserve R11 Open File N"
00743,395,"""FE991SB 19"""" DTR-NF.25 96kHz TCO03 FE991SB"""""""
00743,810,"CUGInv.Serie6NLSv.ACAD2000i/02dt.Master CUG Inventor Series 6 NLS v . Auto2"
00743,1190,"""LCD Display 17"""" NEC 1760NX 17 """" LCD/ dig"""""""
00743,134,"EAX300TD/128 RADEON X300 128MB DDR PCI-E"
00078,1410,"SW SuSE Linux 9.1 PROFESSIONAL dt.CD"
00078,982,"Acrobat Capture 3.0 Cluster/2 Proc e.Win Acrobat Capture 3.0 Cluster/2 Proc"
00007,1182,"D865GLC/mPGA478 i865G uATX AGP8x MB D865"
00416,217,"""Diamond Pro 930black 19"""" DTR-NF.25 110kHz"""""""
00416,449,"LCD_Neovo Monitorarm"
00416,197,"661FX-M v1.0,S478,SIS661,MATX MB 661FX-M"
00416,478,"LIG BAB R11 e. Informix Ag+1Yr Value Mnt GLP Brightstor Arcserve R11 e. Info"
00799,1307,"D875PBZLK,S478,i875,ATX,DDR400 MB D875PB"
00799,1276,"Lexware Reisekosten 2004 11.0 dt CD Lexware Reisekosten 11.00 2004 dt."
00799,986,"Aculaser C4000Laser color/ Aufl. max.: 1"
00799,1469,"CUGMap2005NLSv.MapSeries2004/6/5dt.+Subs CUG Map 2005 NLS von Map Series 200"
00799,1765,"AcuLaser C900/1900 Adobe Postsc. 3 EPSON"
00799,146,"""LCD Display 17"""" Acer AL1713 75kHz Das AL"""""""
00791,696,"D915GEV/LGA775 ATX DDR2 bulk MB D915GEV/"
00791,2274,"""Belinea 103075 17"""" DFL.27 72kHz TCO03 Bel"""""""
00791,2359,"SW MS Windows 2000 Pro dt. CD DSP High-End Betriebssystem, MS B23-000"
00791,336,"Crystal Reports Pro 10.0 mll CD Win Crystal Reports Pro 10.0 mll CD Win"
00791,1735,"C++Builder X Enterprise e. CD W32 C++Builder X Enterprise e. CD W32"
00791,1893,"S754 Asus K8V SE Deluxe/WIFI-B K8T800,3x"
00093,2211,"Leonardo Express 1.6 CAPI dt. Win Leonardo Express 1.6 Capi dt. Win"
00093,1690,"LIG BAB R11 Clt Ag MAC +3Yr EnterprMnt GLP Brightstor Arcserve R11 e. Clie"
00093,1912,"MS Windows XP Home Ed+SP2/EN CD MS Windows XP Home Ed+SP2/EN CD in"
00093,1506,"Apple iLife 04 CD Mac german Apple iLife 04 CD Mac german 04/ d"
00442,1728,"LaserJet4300N A4 PAR Fujitsu-Siemens "
00442,1976,"x232 P3 1.26 256 MB n. HDD CD ETH IBM x2"
00442,666,"D915GUXLK,mATX,915G,DDR2-533,LGA775,G MB"
00246,2158,"BrightStor ARC BackupOLO R11.1/EN CD W32 BrightStor ARCserve R11 W2NT e. Opt"
00246,711,"""Monitor 21"""" /53cm Belinea 108035 .25 160k"""""""
00246,2489,"FUJITSU HandyDrive 60GB HDD FW 2,5Zoll F"
00246,2648,"GLP eTrust Antivirus v7 dt. über 750u +2 GLP eTrust Antivirus v7 dt. über 75"
00246,1777,"GLP Solution Kit für Re-Order Security GLP Solution Kit für Re-Order Secur"
00246,1113,"Cat 2948G, RMON Agent License Cisco Catalyst 2948G, RMON Agent Li"
00440,300,"""LCD Display 17"""" Benq FP767 V2 .264 Audio"""""""
00440,2213,"Avirus SMB GPWR Prot. v9/GE CD W32 10u AntiVirus SMB GROUPWARE PROTECTION"
00440,1802,"VGA 128MB Radeon A9600SE/TD/P ASUS DDR/ "
00440,477,"eTrust Avirus v7.1/EN CD WNT 5u eTrust Antivirus v7.1 e. 5user Incl"
00440,2017,"iGrafx FlowCharter 2003 e. CD W32 iGrafx FlowCharter 2003 e. CD W32"
00440,1862,"Ersatz-CD für Autodesk-Produkte Ersatz-CD für Autodesk-Produkte (gi"
00210,968,"SW Norton InternetSec/Ghost 2003 Bundle dt. CD W32, Norton Internet Securit"
00210,779,"Architectural Desktop 3.3 NLS dt. CD WNT Architectural Desktop 3.3 NLS dt. C"
00210,718,"""Monitor 17"""" /43cm Acer FST AF715 98kHz CR"""""""
00210,1189,"Sw Norton Antivirus SMB v9/GE 10U 9.0 DT. CD 10USER, Symantec 1026098"
00210,1953,"Client Sec 2 GPWR Prot. B.Pack IT CD 25U Client Security 2.0 BUSINESS PACK G"
00603,1155,"Cisco 2600 IP/IPX/AT/DECnet Plus FP Cisco 2600 IP/IPX/AT/DECnet Plus Fe"
00603,956,"""LCD Display 15"""" FSC 38B2-M TCO99 analog """""""
00603,2390,"HP DSS Comm. 5 User für HP MFPs HP MFP User Authent+LAN f Modem 5Us"
00603,2447,"Catalyst 6000 SUP2/MSFC2 IOS DESKT W/VIP Catalyst 6000 SUP2/MSFC2 IOS DESKT"
00603,1024,"HV Contribute 2.0 dt. CD Win HV Contribute 2.0 dt. Win - Händler"
00487,2264,"Backup Exec 9.1 W2NT Admin Plus Pack Opt Backup Exec Admin Plus Pack Option"
00487,1158,"Lasejet 5100DTN 32MB 22S 1200dpi A3 Lase"
00487,303,"HP TOP Microsoft Office XP Pro f HP u CQ HP TOP Microsoft Office XP Pro, nur"
00487,322,"LIG BAB R11 Avirus Bundle +3Yr EnterpMnt GLP Brightstor Arcserve R11 Avirus"
00487,419,"D915PYSL mATX,915P,DDR-400,LGA775 MB D91"
00806,2237,"SC Drucker HP LaserJet 1300N Printer FSC"
00806,260,"""170B5CG 17"""" TFT.264 DVI-D/VGA TCO03 170B5"""""""
00806,1245,"Cisco 2600 Enterprise/FW Plus IPSEC FP Cisco 2600 Enterprise/Firewall Plus"
00741,1361,"""170P5EG 17"""" TFT.264 DVI-D/VGA TCO03 170P5"""""""
00741,2625,"SW Borland DELPHI 7 ENT D Update Upgrade Delphi 3-6 Professional auf"
00596,1836,"Cisco 3640 Series IOS IP PLUS IPSEC 3DES Cisco 3640 Series IOS IP PLUS IPSEC"
00596,2622,"EAX300SE/128 RADEON X300SE 128MB DDR PCI"
00596,1455,"David Corporate Ed 8 dt CD mlp 5u, 1p David Corporate Edition 8 dt CD mlp"
00596,2329,"LIG BAB R11 Image Opt +2Yr Value Mnt GLP Brightstor Arcserve R11 Image O"
00596,2389,"GLP UP BrightStor ARCs v9 NW dt. GrpW +2 GLP UP BrightStor ARCs v9 NW dt. Gr"
00193,1043,"Apple Keynote CD Mac englisch Apple Keynote CD Mac englisch 1.0/"
00193,2369,"Lexware College Buchh. PLUS 2004 4.0 dt. Lexware College Buchhalter PLUS 200"
00193,997,"Cat 4000 Supervisor Flash Image SW Cat 4000 Supervisor Flash Image Sof"
00493,2169,"Monitor-Fachfuer Netfinity Rack 9306 Mod"
00493,116,"SW Adobe Creative Suites Premium UP E Upsell von Adobe Photoshop - inkl."
00493,1834,"MS Win Svr f. SB User CAL 2003 en. 5Clt MS Win Svr f. SB User CAL 2003 en."
00493,710,"VGA Millennium G450 AGP DH 32MB Bulk1er "
00493,935,"HV Mechanical LT 2002 dt. CD NTdt. CD HV Mechanical LT 2002 dt. CD NT"
00342,1758,"Care Pack Color LaserJet 4100MFP 3J HP C"
00342,656,"LaserJet 9050N/NON 128MB 50ppm A4/A3 HP "
00342,1501,"Acrobat Capture 3.0 e. CD Win 20K PP Acrobat Capture 3.0 e. CD Win 20K P"
00342,885,"EN5750/TD/128 GF PCX5750 128MB DDR PCI-E"
00342,2386,"Illustrator CS 11.0 dt. CD Mac Illustrator CS 11.0 dt. CD Mac 11/"
00342,1925,"Inv.Series 9 NLS Sidegrade dt.CD Inv.Series 9 NLS Sidegrade dt. Wech"
00342,1791,"CUGLDT2004NLSv.ACAD04/02/00i eng.Master CUG LDT 2004 NLS v.AutoCAD04/02/200"
00342,250,"AntiVirus SMB v9/DE CD 5U AntiVirus SMB 9.0 DT. CD 5USER 5 U"
00342,887,"SW Tobit David SL Start License 5user 1P 1Port W3, Tobit 75132"
00329,2093,"AntiVirus v9 SMB/GPWR Prot. ES CD 10U AntiVirus SMB GROUPWARE PROTECTION"
00329,498,"LIG BAB R11 Clt Ag Win +1Yr EnterprMnt GLP Brightstor Arcserve R11 Client"
00355,455,"AutoCAD LT 2005 5er Pack DE CD WNT AutoCAD LT 2005 5er Pack DE CD WNT"
00355,1353,"""LCD Display 19"""" Iiyama AS4821DT weiß 128"""""""
00355,1731,"SW Symantec Client Sec v2 Business Pk 5U Client Security 2.0 BUSINESS PACK D"
00355,2449,"CQ ARCserve für NW 5.01 (10 User) CQ ARCserve für NW 5.01 (10 User)"
00355,23,"Cisco 2600 IOS IP/FW/IDS Plus IPSEC 3DES Cisco 2600 IOS IP/FW/IDS Plus IPSEC"
00511,788,"K7N2Delta-L SockA nForce2 ATX DDR400 K7N"
00511,921,"Fax L220 Fax, kopierer Laserfax, Super G"
00511,2614,"Crystal Analysis Prof 9 dt. CD W32 Crystal Analysis Professional 9.0 d"
00511,268,"ColorLaserJet3500 A4 PAR Fujitsu-Siemen"
00511,607,"""LCD Display 17"""" Viewsonic VG700b black T"""""""
00243,2594,"SO-A MSI KT6V-LSR KT600 ATX 2 MB KT6V-LS"
00243,2168,"MS Win NT 4.0 Sv.+ SP4 holl. CD+5 Cl. MS Win NT 4.0 Sv.+ SP4 holl. CD + 5"
00243,1411,"LIG BAB R11 Open File Opt GLP Brightstor Arcserve R11 Open Fi"
00243,2444,"MS Small Bus. User CAL 2003 en CD 20 Clt MS Small Bus. User CAL 2003 en CD 2"
00512,532,"Cisco Secure ACS WIN Only-Minor Rel. upd Cisco Secure ACS WIN Only-Minor Rel"
00512,634,"GLP/ARCs OF R11/NON W32 +2Yr Val GLP Brightstor Arcserve R11 Open Fi"
00512,2333,"""Monitor 17"""" /43cm Belinea 103026, 70Khz 1"""""""
00512,1013,"DOKU Interbase 7.x f. Win Manual Set DOKU Interbase 7.x f. Win Manual Se"
00512,2106,"CQ StorageWorks Sanworks Secure Path v3c CQ StorageWorks Sanworks Secure Pat"
00512,1678,"AcuLaser C4100 Papierkasette 500 B EPSON"
00512,1116,"A7N8X-X SKTA NVNF2ST SND LAN UB2 FSB400 "
00512,86,"Cisco 2600 IP Plus Feature Pack Cisco 2600 IP Plus Feature Pack"
00759,180,"IBM ImageUltra 10K Replications IBM ImageUltra 10K Replications"
00759,2141,"Fireworks MX 2004/GE CD W32 Fireworks MX 2004 DE Com. GR/ 2004"
00759,362,"SW Tobit David XL Start Lic 1Port 25User WIN/NW, deutsch/ Lieferformat: Box/"
00759,2301,"LIG BAB R11 Image Opt +1Yr Enterpr Mnt GLP Brightstor Arcserve R11 Image O"
00759,2511,"InterBase 7.x W32 e. 50 Sim. User InterBase 7.x f. Win e. 50 User Si"
00759,1213,"SW Pinnacle Dazzle Digital Video Creator 150 inkl. Quickstart Software Retai"
00759,2162,"AutoCAD 2005 engl. NLS Add. Licence AutoCAD 2005 engl. NLS Add. Licence"
00759,1566,"Lexware College L+G PLUS 2004 4.0 dt Lexware College Lohn + Gehalt PLUS"
00221,506,"""Monitor Samsung 17"""" /43cm SAMTRON 78E 70k"""""""
00221,2420,"Cisco 3600 IP Feature Pack Cisco 3600 IP Feature Pack"
00221,2606,"Mac OS X Server 10.3/DE CD Mac 10u Mac OS X Server 10.3 Panther CD Mac"
00221,140,"ColorLaserJet2550LN A4 color USB PAR NIC"
00221,444,"HD Allegro AL 8LE/147GB U320 80p 10krpm "
00493,1573,"GLP BrightStor ARCs v9 NW dt. GrpWise +2 GLP BrightStor ARCs v9 NW dt. GrpWi"
00493,2157,"MS Win Serv.f.Small Bus. 2003 dt. CD 5u MS Windows Server for Small Busines"
00493,2597,"Flash Remoting MX/EN CD NFR Flash Remoting EN MX NFR"
00493,1667,"SW MS Visual Basic.NET Std. 2003 dt. CD Microsoft 046-00869"
00493,1164,"""LCD Display 19"""" Neovo X-19AV Glasplatte """""""
00493,2679,"P4 ECS L4S8A2v1.0 FSB533 Socket478, Elit"
00493,2520,"DOKU Backup Exec 9.1 W2NT deutsch DOKU Backup Exec 9.1 W2NT deutsch"
00411,818,"FSC BTO C-Serie Win XP Prof UK FSC BTO C-Serie Win XP Prof UK"
00411,2602,"""LCD Display 15"""" NEC 1560NX-bk black 15 """""""
00411,336,"Crystal Reports Pro 10.0 mll CD Win Crystal Reports Pro 10.0 mll CD Win"
00034,142,"HP EFI Software RIP für Designjet 30 HP EFI Software RIP für Designjet 3"
00034,2459,"P4 Asus P4P8X SE/S478 i865P ATX 4xDDR Du"
00034,621,"SW Backup Exec 9.0 Server W2NT Full Pack Produkt dt. CD, V9.0 SRV sichert e"
00266,1893,"S754 Asus K8V SE Deluxe/WIFI-B K8T800,3x"
00266,1007,"LI CAD UG AutoCAD 2004 v. 2002 fr.CDWNT LI CAD UG AutoCAD 2004 v. 2002 fran"
00266,1456,"K7S8X, SIS746FX ATX, Athlon XP bis 2800,"
00266,2468,"LIG BAB R11 e. Clt Ag LX +1Yr Value Mnt GLP Brightstor Arcserve R11 e. Clie"
00266,1359,"Dreamweaver MX 2004/EN CD CrPf Dreamweaver MX 2004 EN Com. 2004/"
00719,1004,"SW Ulead PhotoImpact XL Win dt.CD Diverse PIM00069"
00788,2003,"3D VIZ 3.0i dt. CD WNT 3D VIZ 3.0i dt. CD WNT"
00788,1672,"Lexware Scheck-Formulare EURO Lexware Scheck-Formulare EURO 100 S"
00788,242,"HDD 2x36,4GB 10K Ultra 160 SCSI IBM HDD "
00788,2298,"SmartBasePC1230D MFP A4 monochrom USB PA"
00148,1347,"Lasejet 5100TN 32MB 22S A4, 11S A3, 1200"
00148,1690,"LIG BAB R11 Clt Ag MAC +3Yr EnterprMnt GLP Brightstor Arcserve R11 e. Clie"
00148,2042,"SW FLASH MX UPGU6.0 WIN GR WIN-32, MACROMEDIA FLW060G100"
00148,737,"""HD Hornet/80GB IDE 2.5"""" 4200rpm ATA-100 """""""
00148,2200,"Laserjet8150 A3 PAR Fujitsu-Siemens "
00148,1514,"""FSC CRT 19"""" P996-1 30-96kHz TCO99 3J.dtd"""""""
00148,351,"LIG BAB R11 Avirus Bundle +1Yr EnterpMnt GLP Brightstor Arcserve R11 Avirus"
00148,817,"""LCD Display 17"""" Benq FP767-12 (schwarz) """""""
00148,1500,"GLP BrightStor ARCs v9 NW dt. Image +1 GLP BrightStor ARCs v9 NW dt. Image"
00148,2308,"VGA Millennium G550 AGP DH 32MB Bulk 1er"
00148,2262,"LIG BAB R11 e. Clt Ag LX +2Yr Value Mnt GLP Brightstor Arcserve R11 e. Clie"
00188,962,"IBM Remote Deployment Manager 20 client IBM Remote Deployment Manager 20 cl"
00559,1533,"LIG BAB R11 Optical Library Option GLP Brightstor Arcserve R11 Optical"
00559,829,"Lancom Advanced VPN Client (10 Lizenzen) Lancom Advanced VPN Client (10 Lize"
00559,1725,"LIG BAB R11 DRO +1Yr Enterpr Mnt GLP Brightstor Arcserve R11 Disaste"
00559,1751,"LIG BAB R11 Clt Ag NW +2Yr EnterprMnt GLP Brightstor Arcserve R11 Client"
00559,1738,"""LCD Display 22.2"""" Iiyama AQU5611DTBK 56c"""""""
00559,600,"36.4GB 15KRPM 2GB FC HS SL HDD F/ EXP700"
00248,145,"Architectural Desktop 2004NLSAdd.Lic.dt. Architectural Desktop 2004NLSAdd.Li"
00416,522,"SW Adobe Creative Suites Prem 1.1dt. MAC inkl. Photoshop CS, Illustrator CS,"
00416,2631,"Architectural Desktop 3.3 engl. CDNT Architectural Desktop 3.3 engl. CDN"
00416,310,"VGA G200 MultiMonitor Quad 32MB PCI VGA "
00416,243,"AIS9Proff.vA05/04/i/02/MPPNLSAdd.+Subdt CUG Inv.Proffesional 9 NLS v. ACAD0"
00416,2082,"GLP BrightStor ARCs v9 NW dt. DRO GLP BrightStor ARCs v9 NW dt. DRO"
00416,176,"Lexware Reisekosten PRO ADM 2004 dt. CD Lexware Reisekosten PRO ADM 3.0 200"
00198,1716,"MS SBS User CAL Trans.Pack 2003 dt. 5u MS SBS User CAL Transition Pack 200"
00198,2541,"GLP UP BrightStor ARCs v9 NW dt. CROSS+2 GLP UP BrightStor ARCs v9 NW dt. CR"
00198,1903,"ColorLaserjet5500N A3 PAR IR Fujitsu-Si"
00214,1591,"VIEWSONIC P225F 22Zoll CRT 127kHz 127kHz"
00214,1102,"BrightStor ARCserve v9 Uni AG dt. NW BrightStor ARCserve v9 Uni AG dt. N"
00214,52,"LIG BAB R11 Oracle Ag GLP Brightstor Arcserve R11 Oracle"
00214,100,"SO-A Asus A7N8X-E-Deluxe,SockA,nF nForce"
00214,915,"HD HandyDrive 40GB USB2.0 4200rpm HD Han"
00214,1864,"Flash Comm Svr MX v1.5 Pro Ed/EN CD NFR Flash Comm Server MX 1.5 EN Profess"
00214,1458,"Cisco 1600 IP/Firewall Feature Pack Cisco 1600 IP/Firewall Feature Pack"
00566,2103,"CUG ADT3.3 v.AutoCAD02/2000i dt. CUG ADT3.3 v.AutoCAD02/2000i dt."
00566,1278,"BrightStor ARCserve v9 NW dt. GroupWise BrightStor ARCserve v9 NW dt. Group"
00566,2022,"Delphi Archit Ed Small Team F/S dt. CD Delphi Archit Ed Small Team F/S dt."
00566,256,"SW Lexware Kassenbuch 2004 5.0 dt CD Win Einzelplatzversion, deutsch/ Vo"
00566,409,"CUG ADT2005v.ACAD05/04/02/2000i dt.+Subs CUG Architectural Deskop 2005 v.ACA"
00193,1531,"LDT Survey 2004 engl. CD WNT LDT Survey 2004 engl. CD WNT Zusatz"
00193,204,"SW Client Security SMB 1.1 dt. 25U CD W3 Symantec 10073461-GE"
00193,1389,"Backup Exec 9.1 W2NT Remote AG NW 3er Backup Exec Remote Agent NW Svr v9."
00215,724,"Borland Kylix Ent.3.0 fr. CD Lx Borland Kylix 3 Ent. fr. CD Lx"
00215,2246,"SW Norton PersonalFirewall2004 (DE) Symantec 10127034-GE"
00215,1975,"""LCD Display 17"""" NEC 1760VM-bk 80kHz TCO """""""
00215,136,"x325 AMD Opteron 2.4 1GB o. HDD CD IBM x"
00368,1668,"HP IPAQ H3870 PocketPC Upgrade englisch HP IPAQ H3870 PocketPC Upgrade engl"
00368,479,"ASUS A9600SE TD 128MB DDR RTL AGP VGA"
00368,1896,"AutoCAD LT 2005 tschech. CD WNT AutoCAD LT 2005 tschech. CD WNT für"
00590,536,"Acrobat Std 6.0 it. CD Win Acrobat Std 6.0 it. CD Win"
00127,2166,"GLP eTrust Antivirus v7 dt. 1-99user +3 GLP eTrust Antivirus v7 dt. 1-99use"
00127,593,"LaserJet 4200N A4 PAR Fujitsu-Siemens "
00127,1761,"D915GAV/LGA775 ATX DDR LAN MB D915GAV/LG"
00127,1340,"""LCD Display 20.1"""" Belinea 102015 DVI/VGA"""""""
00127,1594,"HD Atlas 10K V/147GB U320 68pin 10krpm H"
00127,1284,"Color LaserJet 3700N 64MB 16S HP Color L"
00659,575,"FUJITSU HandyDrive 40GB HDD FW 2,5Zoll F"
00659,1033,"CUG Inventor Ser.9 v.Inv. 5 NLSdt.+Subs. CUG Inventor Series 9 v. Inventor 5"
00659,2551,"GLP UP BrightStor ARCs v9 NW dt. TLO +1 GLP UP BrightStor ARCs v9 NW dt. TL"
00659,2370,"SW WinFax Pro 10.0 dt. CD W95/98/NT SYMANTEC 12-00-02540-GE"
00659,1850,"CUG Mechan.2004DXv.ACAD2004NLSdt.Folge CUG Mechanical 2004 DX v. AutoCAD 2"
00659,2468,"LIG BAB R11 e. Clt Ag LX +1Yr Value Mnt GLP Brightstor Arcserve R11 e. Clie"
00659,318,"Lasejet Color 2550L 64MB 19ppm A4 ! Lase"
00672,1664,"Lasejet 4300 64MB 43S 1200dpi A4 dt. Las"
00672,22,"AntiVirus MultiProtSMB v4/EN CD Win 25u AntiVirus SMB MULTI Tier Protection"
00672,2451,"LIG BAB R11 e. IF Agent +3Yr Enterpr Mnt GLP Brightstor Arcserve R11 e. Info"
00672,1622,"AntiVirus v9 SMB/GPWR Prot. PL CD 25U AntiVirus SMB GROUSERPWARE PROTECTI"
